id,title,steamAppId,steamUrl,opencriticScore,hltbMain,hltbExtra,hltbCompletionist,releaseDate,genres,platforms,studio,steamReviewScore,steamReviewCount,steamReviewPercent,isDlc
100047,Shadow Warrior,233130,https://store.steampowered.com/app/233130/,76,,,,2013-09-26T00:00:00.000Z,"[""Comedy"", ""Action"", ""Dark"", ""First-Person Shooter"", ""Adventure"", ""Old School"", ""Demons"", ""Gore"", ""Remake"", ""First-Person"", ""Hack and Slash"", ""Atmospheric"", ""FPS"", ""Shooter"", ""Swordplay"", ""Singleplayer"", ""Great Soundtrack"", ""Classic"", ""Soundtrack"", ""Funny"", ""Ninja""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Flying Wild Hog,Very Positive*,7980.0,93.0,False
100048,NBA 2K14,255480,https://store.steampowered.com/app/255480/,82,2614.0,7956.0,10603.0,2013-10-01T00:00:00.000Z,"[""Sports""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","2K Sports, Visual Concepts",,,,False
100049,Knock-knock,250380,https://store.steampowered.com/app/250380/,66,211.0,310.0,561.0,2013-10-04T00:00:00.000Z,"[""Difficult"", ""Side Scroller"", ""Adventure"", ""Puzzle"", ""Psychological"", ""Surreal"", ""Strategy"", ""2D Platformer"", ""Atmospheric"", ""Platformer"", ""2D"", ""Cartoon"", ""Mystery"", ""Singleplayer"", ""Horror"", ""Story Rich"", ""Hand-drawn"", ""Procedural Generation"", ""Cartoony"", ""Tactical"", ""Survival""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",Ice-Pick Lodge,Very Positive,1478.0,88.0,False
100050,Gas Guzzlers Extreme,243800,https://store.steampowered.com/app/243800/,47,652.0,616.0,1015.0,2013-10-08T00:00:00.000Z,"[""Action"", ""Destruction"", ""Controller"", ""Multiplayer"", ""Driving"", ""Sports"", ""Arcade"", ""Racing"", ""Combat Racing"", ""Open World"", ""Shooter"", ""Vehicular Combat"", ""Casual"", ""Co-op"", ""Fast-Paced"", ""Singleplayer"", ""Automobile Sim"", ""Combat"", ""Arena Shooter"", ""Funny""]","[{""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Gamepires,Very Positive*,1131.0,87.0,False
100051,Just Dance 2014,,,73,297.0,804.0,660.0,2013-10-08T00:00:00.000Z,"[""Music""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Wii U""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Ubisoft,,,,False
100052,Malicious Fallen,,,67,174.0,240.0,,2013-10-08T00:00:00.000Z,"[""RPG"", ""Action""]","[{""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation Vita""}]","SIEA, Alvion Inc.",,,,False
100053,The Wolf Among Us: Episode 1 - Faith,,,82,124.0,139.0,141.0,2013-10-11T00:00:00.000Z,"[""Interactive Story""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Telltale Games,,,,False
100054,The Wolf Among Us,250320,https://store.steampowered.com/app/250320/,80,525.0,577.0,685.0,2013-10-11T00:00:00.000Z,"[""Action"", ""Dark"", ""Multiple Endings"", ""Comic Book"", ""Adventure"", ""Fantasy"", ""Noir"", ""Mature"", ""Detective"", ""Choices Matter"", ""Episodic"", ""Interactive Story"", ""Atmospheric"", ""Point & Click"", ""Mystery"", ""Visual Novel"", ""Singleplayer"", ""Choose Your Own Adventure"", ""Story Rich"", ""Cinematic""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Telltale,Overwhelmingly Positive,17257.0,97.0,False
100055,Pokemon X and Y,,,86,,,,2013-10-12T00:00:00.000Z,"[""Turn-Based Strategy"", ""RPG"", ""Adventure""]","[{""name"": ""Nintendo 3DS""}]",Nintendo,,,,False
100056,Skylanders Swap Force,,,83,597.0,1459.0,1962.0,2013-10-13T00:00:00.000Z,"[""Platformer"", ""Adventure""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Wii U""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","Activision, Vicarious Visions",,,,False
100057,Bridge Constructor,250460,https://store.steampowered.com/app/250460/,60,238.0,571.0,976.0,2013-10-16T00:00:00.000Z,"[""Simulation"", ""Building"", ""Indie"", ""Casual"", ""Singleplayer"", ""Puzzle"", ""Physics""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""PlayStation Vita""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",ClockStone,Mostly Positive,898.0,78.0,False
100058,LEGO MARVEL Super Heroes,249130,https://store.steampowered.com/app/249130/,82,754.0,1569.0,2451.0,2013-10-22T00:00:00.000Z,"[""Comedy"", ""Action"", ""Third Person"", ""Comic Book"", ""Adventure"", ""Family Friendly"", ""Puzzle"", ""Multiplayer"", ""Split Screen"", ""Local Multiplayer"", ""Open World"", ""Platformer"", ""Casual"", ""Co-op"", ""Singleplayer"", ""LEGO"", ""Sandbox"", ""Funny"", ""Superhero"", ""Local Co-Op""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Wii U""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Traveller's Tales,Very Positive*,7229.0,93.0,False
100059,Rocksmith 2014 Edition,,https://store.steampowered.com/sub/222198/,84,,,,2013-10-22T00:00:00.000Z,"[""Simulation"", ""Music""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Ubisoft,,,,False
100060,Tetrobot and Co.,235980,https://store.steampowered.com/app/235980/,75,538.0,739.0,990.0,2013-10-22T00:00:00.000Z,"[""Platformer"", ""Difficult"", ""Indie"", ""Casual"", ""Robots"", ""Puzzle""]","[{""name"": ""PlayStation 4""}, {""name"": ""Wii U""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",Swing Swing Submarine,Very Positive,276.0,97.0,False
100061,Solar Flux,251910,https://store.steampowered.com/app/251910/,62,175.0,,748.0,2013-10-24T00:00:00.000Z,"[""Strategy"", ""Puzzle"", ""Space"", ""Indie""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",Firebrand Games,Mostly Positive,72.0,79.0,False
100062,Nihilumbra,252670,https://store.steampowered.com/app/252670/,75,165.0,292.0,634.0,2013-09-25T00:00:00.000Z,"[""Art"", ""Action"", ""Dark"", ""Narration"", ""Beautiful"", ""Difficult"", ""Side Scroller"", ""Adventure"", ""Indie"", ""Short"", ""Puzzle"", ""Atmospheric"", ""Platformer"", ""2D"", ""Casual"", ""Singleplayer"", ""Story Rich"", ""Great Soundtrack"", ""Soundtrack""]","[{""name"": ""Wii U""}, {""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",BeautiFun Games,Very Positive*,963.0,83.0,False
100063,Slender: The Arrival,252330,https://store.steampowered.com/app/252330/,56,130.0,184.0,462.0,2013-10-28T00:00:00.000Z,"[""Action"", ""Dark"", ""Difficult"", ""Adventure"", ""Survival Horror"", ""Indie"", ""Short"", ""Psychological"", ""Multiplayer"", ""Walking Simulator"", ""First-Person"", ""Open World"", ""Atmospheric"", ""Co-op"", ""Singleplayer"", ""Horror"", ""Exploration"", ""Female Protagonist"", ""Survival""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Blue Isle Studios,Very Positive*,3409.0,86.0,False
100064,Angry Birds Star Wars,,,49,307.0,490.0,1740.0,2013-10-29T00:00:00.000Z,"[""Puzzle""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Wii U""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","Activision, Exient Entertainment",,,,False
100065,Assassin's Creed IV Black Flag,242050,https://store.steampowered.com/app/242050/,85,1432.0,2530.0,3805.0,2013-10-29T00:00:00.000Z,"[""Action"", ""Naval"", ""Third Person"", ""Adventure"", ""Historical"", ""Mature"", ""Multiplayer"", ""Assassin"", ""RPG"", ""Open World"", ""Atmospheric"", ""Naval Combat"", ""Singleplayer"", ""Pirates"", ""Action RPG"", ""Combat"", ""Story Rich"", ""Parkour"", ""Stealth"", ""Action-Adventure"", ""Exploration""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Wii U""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Ubisoft Montreal,Very Positive,28355.0,86.0,False
100066,Battlefield™ 4,1238860,https://store.steampowered.com/app/1238860/,79,388.0,589.0,1251.0,2013-10-29T00:00:00.000Z,"[""Action"", ""First-Person Shooter"", ""Destruction"", ""Controller"", ""Multiplayer"", ""First-Person"", ""Vehicle Combat"", ""Violent"", ""Strategy"", ""Open World"", ""War"", ""Shooter"", ""FPS"", ""Military"", ""Co-op"", ""Online Co-Op"", ""Singleplayer"", ""Story Rich"", ""Great Soundtrack"", ""PvP"", ""Soundtrack"", ""Massively Multiplayer"", ""Tactical""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",DICE,Very Positive,27446.0,83.0,False
100067,Journey of a Roach,255300,https://store.steampowered.com/app/255300/,58,178.0,211.0,298.0,2013-11-04T00:00:00.000Z,"[""Comedy"", ""Cute"", ""Point & Click"", ""Funny"", ""Adventure"", ""Indie"", ""Short"", ""Casual"", ""Singleplayer"", ""Puzzle"", ""Controller"", ""Post-apocalyptic""]","[{""name"": ""PC""}]","Koboldgames, Daedalic Entertainment",Very Positive,1444.0,89.0,False
100068,Call of Duty: Ghosts,209160,https://store.steampowered.com/app/209160/,72,361.0,532.0,913.0,2014-03-25T00:00:00.000Z,"[""Action"", ""America"", ""First-Person Shooter"", ""Survival Horror"", ""Multiplayer"", ""Futuristic"", ""Hacking"", ""First-Person"", ""Dog"", ""War"", ""FPS"", ""Shooter"", ""Military"", ""Co-op"", ""Online Co-Op"", ""Singleplayer"", ""Fast-Paced"", ""Horror"", ""Linear"", ""Team-Based"", ""Competitive"", ""Tactical"", ""Survival""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Wii U""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Infinity Ward,Mixed,6064.0,58.0,False
100069,Zumba Fitness World Party,,,75,,,,2013-11-05T00:00:00.000Z,"[""Sports""]","[{""name"": ""Xbox One""}, {""name"": ""Wii U""}, {""name"": ""Xbox Series X/S""}]","Majesco Games, Zoe Mode",,,,False
100070,Type:Rider,258890,https://store.steampowered.com/app/258890/,70,150.0,198.0,252.0,2013-11-06T00:00:00.000Z,"[""Action"", ""Beautiful"", ""Stylized"", ""Adventure"", ""Indie"", ""Short"", ""Historical"", ""Puzzle"", ""Physics"", ""Education"", ""Typing"", ""2D Platformer"", ""Atmospheric"", ""Platformer"", ""Text-Based"", ""2D"", ""Casual"", ""Singleplayer"", ""Story Rich""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation Vita""}, {""name"": ""PlayStation 5""}]","Ex Nihilo, ARTE France",Very Positive,552.0,83.0,False
100071,Risk of Rain,,,77,310.0,1446.0,3250.0,2013-11-08T00:00:00.000Z,"[""Roguelike"", ""Action"", ""Platformer""]","[{""name"": ""PC""}]",Chucklefish,,,,False
100072,Long Live The Queen,251990,https://store.steampowered.com/app/251990/,83,247.0,592.0,1072.0,2013-11-08T00:00:00.000Z,"[""Simulation"", ""Multiple Endings"", ""Character Customization"", ""Difficult"", ""Adventure"", ""Fantasy"", ""Indie"", ""Politics"", ""Choices Matter"", ""Cute"", ""Interactive Story"", ""Medieval"", ""RPG"", ""Strategy"", ""Political Sim"", ""2D"", ""Visual Novel"", ""Singleplayer"", ""Choose Your Own Adventure"", ""Story Rich"", ""Political"", ""Anime"", ""Female Protagonist""]","[{""name"": ""PC""}]",Hanako Games,Very Positive*,4652.0,94.0,False
100073,BioShock Infinite: Burial at Sea - Episode 1,214931,https://store.steampowered.com/app/214931/,70,130.0,171.0,220.0,2013-11-12T00:00:00.000Z,"[""Action"", ""Atmospheric"", ""FPS"", ""Shooter"", ""Sci-fi"", ""Mature"", ""First-Person Shooter"", ""Adventure"", ""Steampunk"", ""Noir"", ""First-Person"", ""Singleplayer"", ""Story Rich""]","[{""name"": ""PC""}]","Irrational Games, Virtual Programming",Mostly Positive,1413.0,78.0,True
100074,Injustice: Gods Among Us Ultimate Edition,242700,https://store.steampowered.com/app/242700/,81,304.0,747.0,1666.0,2013-11-12T00:00:00.000Z,"[""Action"", ""Comic Book"", ""Beat 'em up"", ""2.5D"", ""Controller"", ""Fighting"", ""Multiplayer"", ""Gore"", ""Local Multiplayer"", ""2D Fighter"", ""Arcade"", ""3D Vision"", ""Atmospheric"", ""2D"", ""Co-op"", ""Singleplayer"", ""3D"", ""Story Rich"", ""Great Soundtrack"", ""Soundtrack"", ""Competitive"", ""Superhero""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","NetherRealm Studios, High Voltage Software",Very Positive,3757.0,82.0,False
100075,SimCity: Cities of Tomorrow Expansion Pack,,,63,,,,2013-11-12T00:00:00.000Z,"[""Simulation""]","[{""name"": ""PC""}]","Electronic Arts, Maxis",,,,False
100076,World of Warplanes,790710,https://store.steampowered.com/app/790710/,70,,,,2018-09-12T00:00:00.000Z,"[""Simulation"", ""Action"", ""Third Person"", ""Controller"", ""World War II"", ""Arcade"", ""First-Person"", ""Vehicle Combat"", ""Colorful"", ""War"", ""Atmospheric"", ""Shooter"", ""FPS"", ""Military"", ""Realistic"", ""3D"", ""World War I"", ""MMO"", ""Cinematic"", ""PvP"", ""Flight"", ""Third-Person Shooter"", ""Team-Based"", ""Cold War""]","[{""name"": ""PC""}]",Wargaming Group Limited,Mostly Positive*,2288.0,71.0,False
100077,XCOM: Enemy Within,225340,https://store.steampowered.com/app/225340/,86,1686.0,2337.0,3082.0,2013-11-11T00:00:00.000Z,"[""Action"", ""Sci-fi"", ""Difficult"", ""Unforgiving"", ""Multiplayer"", ""Turn-Based"", ""Turn-Based Strategy"", ""Building"", ""Mechs"", ""RPG"", ""Strategy"", ""Turn-Based Combat"", ""Singleplayer"", ""Aliens"", ""Perma Death"", ""Combat"", ""Touch-Friendly"", ""Turn-Based Tactics"", ""Addictive"", ""Base Building"", ""Tactical""]","[{""name"": ""PC""}]","Firaxis Games, Feral Interactive",Very Positive,1489.0,88.0,False
100078,Redshirt,247870,https://store.steampowered.com/app/247870/,69,370.0,391.0,2265.0,2013-11-13T00:00:00.000Z,"[""Comedy"", ""Simulation"", ""Dark"", ""Sci-fi"", ""Indie"", ""Casual"", ""RPG"", ""Satire"", ""Strategy""]","[{""name"": ""PC""}]",The Tiniest Shark,Mixed,211.0,41.0,False
100079,Chivalry: Deadliest Warrior,241280,https://store.steampowered.com/app/241280/,74,,,,2013-11-14T00:00:00.000Z,"[""Multiplayer"", ""Simulation"", ""Gore"", ""Action"", ""Third Person"", ""Swordplay"", ""Indie"", ""Medieval"", ""First-Person"", ""Ninja""]","[{""name"": ""PC""}]",Torn Banner Studios,Mixed,1089.0,58.0,False
100080,Baldur's Gate II: Enhanced Edition,257350,https://store.steampowered.com/app/257350/,76,2643.0,4981.0,9286.0,2013-11-15T00:00:00.000Z,"[""Action"", ""Party-Based RPG"", ""Character Customization"", ""Adventure"", ""Fantasy"", ""Old School"", ""Tabletop"", ""Multiplayer"", ""Choices Matter"", ""RPG"", ""Strategy"", ""Open World"", ""Atmospheric"", ""Magic"", ""Dungeons & Dragons"", ""Online Co-Op"", ""Singleplayer"", ""Real-Time"", ""Story Rich"", ""Real-Time with Pause"", ""Isometric"", ""Action-Adventure"", ""CRPG"", ""Dragons""]","[{""name"": ""PC""}]",Beamdog,Very Positive*,5385.0,91.0,False
100081,Contrast,224460,https://store.steampowered.com/app/224460/,60,202.0,226.0,256.0,2013-11-15T00:00:00.000Z,"[""Third Person"", ""Adventure"", ""Fantasy"", ""Indie"", ""Steampunk"", ""Short"", ""Noir"", ""Puzzle"", ""Detective"", ""3D Vision"", ""Platformer"", ""Atmospheric"", ""Mystery"", ""Casual"", ""Singleplayer"", ""3D"", ""Story Rich"", ""Great Soundtrack"", ""Soundtrack"", ""3D Platformer"", ""Female Protagonist""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Compulsion Games,Very Positive*,2502.0,89.0,False
100082,Deadfall Adventures,231330,https://store.steampowered.com/app/231330/,48,484.0,730.0,811.0,2013-11-15T00:00:00.000Z,"[""Action"", ""First-Person Shooter"", ""Adventure"", ""Indie"", ""Puzzle"", ""Multiplayer"", ""World War II"", ""First-Person"", ""Strategy"", ""Open World"", ""War"", ""Shooter"", ""FPS"", ""Co-op"", ""Singleplayer"", ""World War I"", ""Horror"", ""Action-Adventure"", ""Exploration"", ""Survival""]","[{""name"": ""PC""}]",The Farm 51,Mostly Positive,1250.0,74.0,False
100083,Flower,966330,https://store.steampowered.com/app/966330/,87,118.0,157.0,319.0,2019-02-14T00:00:00.000Z,"[""Emotional"", ""Art"", ""Action"", ""Adventure"", ""Indie"", ""Short"", ""Family Friendly"", ""Puzzle"", ""Arcade"", ""Relaxing"", ""Collectathon"", ""Nature"", ""Colorful"", ""Open World"", ""Atmospheric"", ""Casual"", ""Singleplayer"", ""3D"", ""Flight"", ""Exploration""]","[{""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}]",thatgamecompany,Mostly Positive*,1789.0,78.0,False
100084,Killzone: Shadow Fall,,,73,589.0,937.0,5443.0,2013-11-15T00:00:00.000Z,"[""First-Person Shooter""]","[{""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}]","SCEA, Guerrilla",,,,False
100085,KNACK,802810,https://store.steampowered.com/app/802810/,58,633.0,756.0,2356.0,2013-11-15T00:00:00.000Z,"[""Platformer"", ""Adventure""]","[{""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}]","SCEA, SCE Japan Studio",,,,False
100086,Madden NFL 25 (2013 Release),,,75,,,,2013-11-15T00:00:00.000Z,"[""Sports""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","Electronic Arts, EA Sports",,,,False
100087,Mario & Sonic at the Sochi 2014 Olympic Winter Games,,,56,154.0,495.0,1200.0,2013-11-15T00:00:00.000Z,"[""Sports""]","[{""name"": ""Wii U""}]",Nintendo,,,,False
100088,Need for Speed™ Rivals,1262600,https://store.steampowered.com/app/1262600/,80,757.0,1243.0,2101.0,2013-11-19T00:00:00.000Z,"[""Action"", ""Third Person"", ""Adventure"", ""Destruction"", ""Multiplayer"", ""Split Screen"", ""Driving"", ""Arcade"", ""Sports"", ""First-Person"", ""Racing"", ""Combat Racing"", ""Open World"", ""War"", ""Atmospheric"", ""FPS"", ""Co-op"", ""Online Co-Op"", ""Singleplayer"", ""Combat"", ""PvP""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Criterion Games,Mostly Positive,3122.0,75.0,False
100089,Resogun,,,85,130.0,385.0,1102.0,2013-11-15T00:00:00.000Z,"[""Arcade""]","[{""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}]","SCEA, XDEV",,,,False
100090,Super Motherload,269110,https://store.steampowered.com/app/269110/,71,373.0,568.0,1678.0,2013-11-15T00:00:00.000Z,"[""Action"", ""Retro"", ""Sci-fi"", ""Adventure"", ""Loot"", ""Indie"", ""Family Friendly"", ""Underground"", ""Multiplayer"", ""Local Multiplayer"", ""RPG"", ""Casual"", ""Singleplayer"", ""4 Player Local"", ""Great Soundtrack"", ""Classic"", ""Mining"", ""Procedural Generation"", ""Soundtrack"", ""Exploration"", ""Local Co-Op""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",XGen Studios,Mostly Positive,739.0,76.0,False
100091,X Rebirth,2870,https://store.steampowered.com/app/2870/,31,,7105.0,,2013-11-15T00:00:00.000Z,"[""Simulation"", ""Action"", ""Sci-fi"", ""Mod"", ""Adventure"", ""Economy"", ""Space Sim"", ""Space"", ""First-Person"", ""Vehicle Combat"", ""Strategy"", ""Management"", ""Moddable"", ""Open World"", ""Atmospheric"", ""Shooter"", ""Singleplayer"", ""Great Soundtrack"", ""Trading"", ""Flight"", ""Soundtrack"", ""Sandbox"", ""Exploration""]","[{""name"": ""PC""}]",Egosoft,Mostly Negative*,3385.0,37.0,False
100092,Adventure Time:  Explore the Dungeon Because I DON’T KNOW!,243560,https://store.steampowered.com/app/243560/,39,526.0,772.0,1834.0,2013-11-19T00:00:00.000Z,"[""Action"", ""Adventure""]","[{""name"": ""Wii U""}, {""name"": ""PC""}]","D3Publisher, WayForward",,,,False
100093,Fighter Within,,,25,,637.0,,2013-11-19T00:00:00.000Z,"[""Fighting""]","[{""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}]",Ubisoft,,,,False
100094,NBA Live 14,,,44,,,,2013-11-19T00:00:00.000Z,"[""Sports""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","Electronic Arts, EA Sports",,,,False
100095,Dead Rising 3,,,78,834.0,1372.0,2704.0,2013-11-21T00:00:00.000Z,"[""Horror"", ""Adventure""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","Microsoft Game Studios, Capcom Vancouver",,,,False
100096,Crimson Dragon,,,56,363.0,447.0,1450.0,2013-11-22T00:00:00.000Z,"[""Action""]","[{""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}]","Microsoft Game Studios, Grounding Inc.",,,,False
100097,Forza Motorsport 5,,,80,2956.0,5769.0,10486.0,2013-11-22T00:00:00.000Z,"[""Racing"", ""Simulation""]","[{""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}]","Microsoft Game Studios, Turn 10",,,,False
