ID,OpenCriticTitle,SteamTitle,SteamURL,SteamReviewsRating,SteamReviewsNum,SteamReviewsPercent,SteamReleaseDate,SteamDeveloper(s),SteamPublisher(s),SteamTags,SteamDLC,SteamDelisted
107139,Frog Detective 3: Corruption at Cowboy County,Frog Detective 3: Corruption at Cowboy County,https://store.steampowered.com/app/1171320/,Overwhelmingly Positive,1707,98,26/10/2022,"Grace Bruxner, Thomas Bowker","worm club, SUPERHOT PRESENTS","Adventure, Casual, Exploration, Interactive Fiction, Point & Click, Walking Simulator, Investigation, Colorful, Cute, Detective, LGBTQ+, Mystery, Singleplayer, Indie, Sequel, Soundtrack, Funny, Relaxing, Short, Comedy",FALSE,FALSE
107140,Arkanoid: Eternal Battle,Arkanoid - Eternal Battle,https://store.steampowered.com/app/1717270/,Mixed,200,64,27/10/2022,Pastagames,Microids,"Action, Casual, Arcade, Battle Royale, 2D, Colorful, Family Friendly, Old School, Retro, Space, Physics, PvP, Score Attack, Massively Multiplayer, Multiplayer, Singleplayer, Indie, Controller",FALSE,FALSE
107141,Panic Porcupine,Panic Porcupine,https://store.steampowered.com/app/1820570/,Positive,46,97,27/10/2022,Spicy Gyro Games,Shiny Dolphin Games LLC,"Action, Adventure, Puzzle, Action-Adventure, Arcade, Exploration, Platformer, 2D Platformer, Collectathon, Precision Platformer, Side Scroller, 2D, Cute, Pixel Graphics, Retro, Singleplayer, Indie, Difficult, Fast-Paced, Unforgiving",FALSE,FALSE
107142,Paper Cut Mansion,Paper Cut Mansion,https://store.steampowered.com/app/1004370/,Mixed,52,61,27/10/2022,Space Lizard Studio,Thunderful Publishing,"Adventure, Puzzle, Exploration, Survival, Horror, Roguelite, Survival Horror, 3D, Hand-drawn, Stylized, Atmospheric, Dark, Dark Fantasy, Fantasy, Mystery, Thriller, Story Rich, Singleplayer, Indie, Soundtrack, Great Soundtrack, Replay Value",FALSE,FALSE
107144,Saturnalia,Saturnalia,https://store.steampowered.com/app/916350/,Very Positive,75,90,8/11/2023,Santa Ragione,Santa Ragione,"Action, Adventure, Action-Adventure, Exploration, Open World, Survival, Horror, Investigation, Survival Horror, Comic Book, Stylized, Third Person, 1980s, Atmospheric, Conspiracy, Detective, Dynamic Narration, Lovecraftian, Mystery, Thriller, Multiple Endings, Narration, Controller",FALSE,FALSE
107145,Signalis,SIGNALIS,https://store.steampowered.com/app/1262350/,Overwhelmingly Positive*,17650,96,27/10/2022,rose-engine,Humble Games,"Action, Adventure, Puzzle, Action-Adventure, Shooter, Survival, Horror, Survival Horror, Third-Person Shooter, Cinematic, Atmospheric, Cyberpunk, Dark, LGBTQ+, Lovecraftian, Mystery, Sci-fi, Female Protagonist, Singleplayer, Psychological, Violent",FALSE,FALSE
107146,Star Ocean: The Divine Force,STAR OCEAN THE DIVINE FORCE,https://store.steampowered.com/app/1776380/,Mixed,1595,67,27/10/2022,"Square Enix, tri-Ace",Square Enix,"Action, Adventure, RPG, Action RPG, Exploration, Open World, JRPG, Anime, Fantasy, Sci-fi, Space, Character Customization, Story Rich, Female Protagonist, Singleplayer, Funny, Comedy, Nudity, Sexual Content, Violent",FALSE,FALSE
107150,Call of Duty: Modern Warfare II (2022),Call of Duty®: Modern Warfare® II,https://store.steampowered.com/app/3595230/,Mostly Negative,4027,25,22/10/2022,"Infinity Ward, Raven Software, Beenox, Treyarch, High Moon Studios, Sledgehammer Games, Demonware, Toys for Bob",Activision,"Action, Shooter, FPS, Third-Person Shooter, First-Person, Realistic, Third Person, Atmospheric, Military, Modern, Tactical, War, PvP, Story Rich, Co-op, Multiplayer, Online Co-Op, Singleplayer, Mod, Gore, Violent",FALSE,FALSE
107151,Charon's Staircase,Charon's Staircase,https://store.steampowered.com/app/1714920/,Mixed,49,53,27/10/2022,Indigo Studios - Interactive Stories,SOEDESCO,"Adventure, Puzzle, Exploration, Horror, First-Person, Atmospheric, Dark, Detective, Mystery, Story Rich, Singleplayer, Indie, Psychological, Gore, Nudity, Violent",FALSE,FALSE
107152,Resident Evil Re:Verse,Resident Evil Re:Verse,https://store.steampowered.com/app/1236300/,Mostly Negative*,2748,33,20/10/2022,"CAPCOM Co.,  Ltd.","CAPCOM Co.,  Ltd.","Action, Adventure, Shooter, Survival, Horror, Survival Horror, Third-Person Shooter, First-Person, Third Person, Atmospheric, Dark, PvP, Co-op, Multiplayer, Singleplayer, Psychological, Gore, Sexual Content, Violent, Free to Play",FALSE,FALSE
107153,Resident Evil Village: Shadows of Rose - Winters' Expansion,Resident Evil Village - Winters’ Expansion,https://store.steampowered.com/app/1731080/,Mixed,1174,59,27/10/2022,"CAPCOM Co.,  Ltd.","CAPCOM Co.,  Ltd.","Action, Shooter, Survival, FPS, Horror, Survival Horror, Third-Person Shooter, Third Person, Gore, Violent",TRUE,FALSE
107154,Horse Tales: Emerald Valley Ranch,Horse Tales: Emerald Valley Ranch,https://store.steampowered.com/app/1474740/,Mixed,793,62,3/11/2022,Aesir Interactive,Microids,"Action, Adventure, Casual, Simulation, Sports, Action-Adventure, Exploration, Open World, 3D, Colorful, Cute, Agriculture, Family Friendly, Horses, Crafting, Singleplayer, Relaxing, Controller",FALSE,FALSE
107155,Lonesome Village,Lonesome Village,https://store.steampowered.com/app/1418360/,Mostly Positive,146,71,1/11/2022,Ogre Pixel,Ogre Pixel,"Adventure, Puzzle, Simulation, Exploration, Collectathon, Life Sim, 2D, Colorful, Cute, Top-Down, Family Friendly, Character Customization, Crafting, Singleplayer, Indie, Relaxing, Controller",FALSE,FALSE
107156,Doraemon Story of Seasons: Friends of the Great Kingdom,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,https://store.steampowered.com/app/1492730/,Very Positive,282,91,1/11/2022,Marvelous Inc.,Bandai Namco Entertainment,"Casual, RPG, Simulation, Farming Sim, Management, Immersive Sim, Life Sim, Anime, Cartoon, Colorful, Cute, Agriculture, Atmospheric, Nature, Crafting, Fishing, Resource Management, Multiplayer, Singleplayer, Relaxing",FALSE,FALSE
107157,"Honey, I Joined a Cult","Honey, I Joined a Cult",https://store.steampowered.com/app/841190/,Mostly Positive,1279,75,3/11/2022,Sole Survivor Games,Team17,"Simulation, Strategy, Base Building, Building, God Game, Management, Sandbox, Colony Sim, Political Sim, 2D, Pixel Graphics, Dark, Faith, Illuminati, Political, Resource Management, Singleplayer, Funny, Psychological, Comedy, Dark Comedy",FALSE,FALSE
107158,OlliOlli World: Finding The Flowzone,OlliOlli World: Finding the Flowzone,https://store.steampowered.com/app/1829831/,,,,2/11/2022,Roll7,2K,"Action, Sports, eSports, Indie",TRUE,FALSE
107159,Shatter Remastered Deluxe,Shatter Remastered Deluxe,https://store.steampowered.com/app/1937230/,Mixed,36,69,1/11/2022,PikPok,PikPok,"Casual, Arcade, 2D, Abstract, Colorful, Stylized, 1980s, Cyberpunk, Destruction, Futuristic, Retro, Sci-fi, Space, Linear, Physics, PvP, Score Attack, Co-op, Local Co-Op, Local Multiplayer, Multiplayer",FALSE,FALSE
107160,The Past Within,The Past Within,https://store.steampowered.com/app/1515210/,Very Positive*,3556,94,2/11/2022,Rusty Lake,Rusty Lake,"Adventure, Puzzle, Point & Click, Horror, 2D, 3D, Atmospheric, Mystery, Surreal, Thriller, Story Rich, Asynchronous Multiplayer, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Online Co-Op, Indie, Psychological",FALSE,FALSE
107161,Ghost Song,Ghost Song,https://store.steampowered.com/app/347800/,Very Positive,896,84,3/11/2022,Old Moon,Humble Games,"Action, Adventure, Action-Adventure, Platformer, 2D Platformer, Horror, Metroidvania, Side Scroller, 2D, Hand-drawn, Atmospheric, Dark, Post-apocalyptic, Robots, Sci-fi, Female Protagonist, Singleplayer, Indie, Difficult, Controller",FALSE,FALSE
107162,Space Tail: Every Journey Leads Home,Space Tail: Every Journey Leads Home,https://store.steampowered.com/app/1975660/,Very Positive,83,91,3/11/2022,Enjoy Studio S.A.,Enjoy Studio S.A.,"Adventure, Casual, Puzzle, Arcade, Exploration, Platformer, Stealth, 2D Platformer, 2.5D, 2D, Colorful, Hand-drawn, Stylized, Atmospheric, Fantasy, Foreign, Logic, Choices Matter, Narration",FALSE,FALSE
107163,The Chant,The Chant,https://store.steampowered.com/app/1577250/,Mostly Positive,717,77,3/11/2022,Brass Token,Prime Matter,"Action, Adventure, Action-Adventure, Exploration, Open World, Survival, Horror, Survival Horror, 3D, Realistic, Third Person, Atmospheric, Mystery, Supernatural, PvE, Story Rich, Female Protagonist, Singleplayer, Drama, Emotional, Psychological",FALSE,FALSE
107164,The Entropy Centre,The Entropy Centre,https://store.steampowered.com/app/1730590/,Very Positive*,1792,89,3/11/2022,Stubby Games,Playstack,"Adventure, Puzzle, Exploration, Platformer, FPS, First-Person, Atmospheric, Futuristic, Post-apocalyptic, Sci-fi, Space, Artificial Intelligence, Physics, Story Rich, Time Manipulation, Female Protagonist, Singleplayer, Difficult, Funny",FALSE,FALSE
107165,Harvestella,HARVESTELLA,https://store.steampowered.com/app/1816300/,Mostly Positive,1901,77,4/11/2022,Square Enix,Square Enix,"Action, Adventure, RPG, Simulation, Action RPG, Building, Exploration, Farming Sim, Open World, Sandbox, JRPG, Life Sim, Anime, Agriculture, Atmospheric, Fantasy, Story Rich, Female Protagonist, Singleplayer",FALSE,FALSE
107166,A Little to the Left,A Little to the Left,https://store.steampowered.com/app/1629520/,Very Positive*,8234,92,8/11/2022,Max Inferno,Secret Mode,"Casual, Puzzle, Simulation, Hidden Object, Point & Click, Life Sim, 2D, Colorful, Cute, Hand-drawn, Stylized, Atmospheric, Cats, Family Friendly, Logic, Linear, Singleplayer, Relaxing",FALSE,FALSE
107167,Football Manager 2023,Football Manager 2023,https://store.steampowered.com/app/1904540/,Very Positive*,7844,88,8/11/2022,Sports Interactive,SEGA,"Simulation, Sports, Strategy, eSports, Football, Management, Soccer, Real Time Tactics, 2D, 3D, Text-Based, Multiplayer, Singleplayer",FALSE,FALSE
107168,Sonic Frontiers,Sonic Frontiers,https://store.steampowered.com/app/1237320/,Very Positive*,14567,91,7/11/2022,Sonic Team,SEGA,"Action, Adventure, RPG, Action RPG, Action-Adventure, Exploration, Open World, Platformer, 3D Platformer, 3D, Colorful, Third Person, Fantasy, Combat, Story Rich, Singleplayer, Soundtrack, Fast-Paced, Great Soundtrack, Lore-Rich, Comedy, Mature",FALSE,FALSE
107169,God of War Ragnarök,God of War Ragnarök,https://store.steampowered.com/app/2322010/,Very Positive,11232,88,19/9/2024,"Santa Monica Studio, Jetpack Interactive",PlayStation Publishing LLC,"Action, Adventure, Action-Adventure, RPG, Hack and Slash, Mythology, Cinematic, Action RPG, Third Person, Story Rich, 3D, Atmospheric, Fantasy, Singleplayer, Emotional, Drama, Open World, Combat, Gore, Souls-like",FALSE,FALSE
107170,Once Upon a Jester...,Once Upon a Jester,https://store.steampowered.com/app/1668190/,Very Positive,196,100,9/11/2022,Bonte Avond,Crunching Koalas,"Action, Adventure, Casual, Action-Adventure, Exploration, Interactive Fiction, Rhythm, Side Scroller, 2D, Cartoon, Colorful, Cute, Mystery, Choices Matter, Story Rich, Singleplayer, Drama, Indie, Music, Funny, Comedy",FALSE,FALSE
107172,Dying Light 2 Stay Human: Bloody Ties,Dying Light 2 Stay Human: Bloody Ties,https://store.steampowered.com/app/1537624/,Mixed,849,42,9/11/2022,Techland,Techland,"Action, Adventure, RPG, Gore, Violent",FALSE,FALSE
107173,Escape Academy: Escape from Anti-Escape Island,Escape Academy: Escape From Anti-Escape Island,https://store.steampowered.com/app/1934530/,Mixed,38,60,10/11/2022,Coin Crew Games,iam8bit Presents,"Adventure, Puzzle",FALSE,FALSE
107174,Garfield Lasagna Party,Garfield Lasagna Party,https://store.steampowered.com/app/2008410/,Very Positive,125,82,10/11/2022,Balio Studio,Microids,"Action, Adventure, Arcade, Dating Sim, Souls-like, 3D, Anime, Comic Book, Family Friendly, War, World War I, World War II, PvP, Story Rich, Villain Protagonist, Multiplayer, Singleplayer, Classic, Cult Classic, Comedy, Gore, Nudity",FALSE,FALSE
107176,Lunistice,Lunistice,https://store.steampowered.com/app/1701800/,Overwhelmingly Positive,1635,96,10/11/2022,A Grumpy Fox,Deck13,"Arcade, Platformer, 3D Platformer, Collectathon, Precision Platformer, 3D, Colorful, Cute, Pixel Graphics, Family Friendly, Futuristic, Magic, Old School, Retro, Linear, Score Attack, Female Protagonist, Singleplayer, Short, Controller",FALSE,FALSE
107178,Police Simulator: Patrol Officers,Police Simulator: Patrol Officers,https://store.steampowered.com/app/997010/,Mostly Positive*,9224,77,10/11/2022,Aesir Interactive,astragon Entertainment,"Simulation, Automobile Sim, Exploration, Open World, Education, Immersive Sim, Investigation, 3D, Realistic, Third Person, America, Crime, Character Customization, Choices Matter, Female Protagonist, Co-op, Multiplayer, Online Co-Op, Singleplayer, Early Access",FALSE,FALSE
107179,Ship Graveyard Simulator,Ship Graveyard Simulator,https://store.steampowered.com/app/1286880/,Mixed,1749,65,10/11/2021,Games Incubator,"Games Incubator, PlayWay S.A.","Action, Adventure, Simulation, Strategy, Exploration, Management, Sandbox, Education, Life Sim, First-Person, Realistic, Atmospheric, Destruction, Naval, Crafting, Inventory Management, Physics, Singleplayer, Indie, Relaxing",FALSE,FALSE
107180,This Way Madness Lies,This Way Madness Lies,https://store.steampowered.com/app/1318970/,Very Positive,137,89,10/11/2022,Zeboyd Digital Entertainment LLC,Zeboyd Digital Entertainment LLC,"RPG, JRPG, 2D, Anime, Pixel Graphics, Family Friendly, Lovecraftian, Retro, Combat, Linear, Turn-Based Combat, Female Protagonist, Singleplayer, Turn-Based, Funny, Comedy",FALSE,FALSE
107181,Anglerfish,Anglerfish,https://store.steampowered.com/app/1613670/,Very Positive,251,82,10/11/2022,Professional Villains,Professional Villains,"Action, Adventure, Action-Adventure, Exploration, Hidden Object, Roguelike, Survival, Action Roguelike, Horror, Survival Horror, Pixel Graphics, Atmospheric, Dark, Dog, Surreal, Choices Matter, Singleplayer, Soundtrack, Lore-Rich, Psychological",FALSE,FALSE
107182,Atari 50: The Anniversary Celebration,Atari 50: The Anniversary Celebration,https://store.steampowered.com/app/1919470/,Very Positive,356,93,11/11/2022,Digital Eclipse,Atari,"Action, Casual, Arcade, Exploration, Education, Shoot 'Em Up, 2D, Colorful, Pixel Graphics, Stylized, Voxel, 1980s, Historical, Retro, Narration, PvP, Score Attack, Local Multiplayer, Multiplayer, Software, Controller",FALSE,FALSE
107183,Shadows Over Loathing,Shadows Over Loathing,https://store.steampowered.com/app/1939160/,Overwhelmingly Positive*,2735,96,11/11/2022,Asymmetric,Asymmetric,"Adventure, Puzzle, RPG, Strategy, Open World, Point & Click, Turn-Based Strategy, Choose Your Own Adventure, CRPG, Investigation, 2D, Lovecraftian, Character Customization, Choices Matter, Combat, Multiple Endings, Story Rich, Turn-Based Combat, Singleplayer, Turn-Based, Funny, Comedy, Controller",FALSE,FALSE
